"Genetic ID","Master ID","Skeletal code","Skeletal element","Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]","Publication","Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at Death from physical anthropology","Group ID","Locality","Political Entity","Lat.","Long.","Pulldown Strategy","Data source","No. Libraries","1240k coverage (taken from original pulldown where possible)","SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)","SNPs hit on autosomal targets (Computed using easystats on HO snpset)","Molecular Sex","Family ID and position within family","Y haplogroup (manual curation in terminal mutation format)","Y haplogroup (manual curation in ISOGG format)","mtDNA coverage (merged data)","mtDNA haplogroup if >2x or published","mtDNA match to consensus if >2x (merged data)","Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)","Sex ratio [Y/(Y+X) counts] (merged data)","Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)","Libraries","ASSESSMENT","ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.","Unnamed: 35","SCORE","Historical Period","Region","Refined Region"
"HGDP01188.DG","HGDP01188","HGDP01188","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Yi.DG","..","China",28,103,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1140728,588747,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"2.118e-05","Pós-Neolítico","Ásia","Ásia"
"HGDP00609.DG","HGDP00609","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1133516,585316,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"1.5536e-05","Pós-Neolítico","África","África"
"HGDP00611.DG","HGDP00611","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1140269,588623,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"1.2687e-05","Pós-Neolítico","África","África"
"HGDP00613.DG","HGDP00613","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1138361,587701,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"3.84359e-05","Pós-Neolítico","África","África"
"HGDP00614.DG","HGDP00614","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137669,587407,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"8.21338e-05","Pós-Neolítico","África","África"
"HGDP00615.DG","HGDP00615","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1133165,585068,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"4.99689e-05","Pós-Neolítico","África","África"
"HGDP00619.DG","HGDP00619","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139101,588029,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"5.51927e-05","Pós-Neolítico","África","África"
"HGDP00620.DG","HGDP00620","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1138673,587917,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.1303e-05","Pós-Neolítico","África","África"
"HGDP00622.DG","HGDP00622","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137993,587552,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"3.42208e-05","Pós-Neolítico","África","África"
"HGDP00625.DG","HGDP00625","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139878,588370,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"1.0377e-05","Pós-Neolítico","África","África"
"HGDP00626.DG","HGDP00626","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1138592,587877,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"4.23991e-05","Pós-Neolítico","África","África"
"HGDP00628.DG","HGDP00628","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139563,588239,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.45945e-05","Pós-Neolítico","África","África"
"HGDP00629.DG","HGDP00629","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139412,588230,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"4.6529e-05","Pós-Neolítico","África","África"
"HGDP00632.DG","HGDP00632","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1135854,586540,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"1.64918e-05","Pós-Neolítico","África","África"
"HGDP00635.DG","HGDP00635","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136973,587044,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"3.55841e-05","Pós-Neolítico","África","África"
"HGDP00637.DG","HGDP00637","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137361,587313,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"4.63599e-05","Pós-Neolítico","África","África"
"HGDP00638.DG","HGDP00638","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136951,587119,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"4.23331e-05","Pós-Neolítico","África","África"
"HGDP00639.DG","HGDP00639","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136676,586971,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"4.15415e-05","Pós-Neolítico","África","África"
"HGDP00640.DG","HGDP00640","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137745,587472,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"4.76295e-05","Pós-Neolítico","África","África"
"HGDP00642.DG","HGDP00642","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1132270,584821,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.98762e-05","Pós-Neolítico","África","África"
"HGDP00644.DG","HGDP00644","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136925,587057,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.35774e-05","Pós-Neolítico","África","África"
"HGDP00645.DG","HGDP00645","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1136529,586827,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"4.75598e-05","Pós-Neolítico","África","África"
"HGDP00646.DG","HGDP00646","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137912,587532,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"3.91936e-05","Pós-Neolítico","África","África"
"HGDP00647.DG","HGDP00647","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1138023,587577,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"2.92458e-05","Pós-Neolítico","África","África"
"HGDP00654.DG","HGDP00654","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139598,588322,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.06745e-05","Pós-Neolítico","África","África"
"HGDP00607.DG","HGDP00607","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137710,587508,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"3.1269e-05","Pós-Neolítico","África","África"
"HGDP00608.DG","HGDP00608","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1133867,585818,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"3.5557e-05","Pós-Neolítico","África","África"
"HGDP00610.DG","HGDP00610","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137664,587622,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"-3.40649e-07","Pós-Neolítico","África","África"
"HGDP00612.DG","HGDP00612","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1138392,587716,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"4.14395e-05","Pós-Neolítico","África","África"
"HGDP00616.DG","HGDP00616","HGDP00616","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1141312,589055,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"5.11516e-05","Pós-Neolítico","África","África"
"HGDP00618.DG","HGDP00618","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1138322,587703,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"3.65997e-05","Pós-Neolítico","África","África"
"HGDP00623.DG","HGDP00623","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139042,588060,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.51754e-05","Pós-Neolítico","África","África"
"HGDP00624.DG","HGDP00624","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139116,588066,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.85792e-05","Pós-Neolítico","África","África"
"HGDP00630.DG","HGDP00630","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139767,588402,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"1.33006e-05","Pós-Neolítico","África","África"
"HGDP00631.DG","HGDP00631","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139197,588099,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"4.05998e-05","Pós-Neolítico","África","África"
"HGDP00636.DG","HGDP00636","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1139532,588280,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"5.09266e-05","Pós-Neolítico","África","África"
"HGDP00641.DG","HGDP00641","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1133812,585709,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"2.6029e-05","Pós-Neolítico","África","África"
"HGDP00643.DG","HGDP00643","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1138756,587928,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"4.54734e-05","Pós-Neolítico","África","África"
"HGDP00648.DG","HGDP00648","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1133122,585307,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","..","PASS","..",,"3.67718e-05","Pós-Neolítico","África","África"
"HGDP00649.DG","HGDP00649","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1138101,587721,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"8.2808e-06","Pós-Neolítico","África","África"
"HGDP00650.DG","HGDP00650","HGDP00650","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1141287,589026,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"3.78139e-05","Pós-Neolítico","África","África"
"HGDP00651.DG","HGDP00651","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137150,587176,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"3.0474e-05","Pós-Neolítico","África","África"
"HGDP00653.DG","HGDP00653","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137230,587212,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"1.00338e-05","Pós-Neolítico","África","África"
"HGDP00701.DG","HGDP00701","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinB.DG","..","Israel",31,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1135840,586634,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"2.84378e-05","Pós-Neolítico","África","África"
"HGDP00634.DG","HGDP00634","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","BedouinA.DG","..","Israel",32,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1137044,587091,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"4.64413e-05","Pós-Neolítico","África","África"
"HGDP00557.DG","HGDP00557","..","..",2020,"BergstromScience2020","Modern",0,0,"present","..","Druze.DG","..","Israel",32,35,"1240K pulldown padded to 3.2M snpset","Shotgun.diploid","..","..",1140252,588574,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","..","..","..","..","..","..","PASS","..",,"3.17858e-05","Pós-Neolítico","África","África"
